Timestamp	Container_ID	Cargo_Type	Origin	Destination	Temperature_C	Humidity_Percent	Vibration_Level	Distance_Remaining_km	Spoilage_Risk	Recommended_Action	Alert_Status
2026-07-11T14:28:30.533692+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.33	90.5	0.103	2149.38	Low	Continue	Normal
2026-07-11T14:28:31.537237+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.96	88.8	0.017	2149.68	Low	Continue	Normal
2026-07-11T14:28:31.538272+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.42	88.42	0.128	2149.36	Low	Continue	Normal
2026-07-11T14:28:31.540608+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.03	88.29	1.323	2149.36	High	Reroute	Critical
2026-07-11T14:28:31.541193+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.46	90.53	0.107	2149.36	Low	Continue	Normal
2026-07-11T14:28:32.546208+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.51	90.51	0.09	2149.34	Low	Continue	Normal
2026-07-11T14:28:33.551646+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.45	88.16	0.153	2149.32	Low	Continue	Normal
2026-07-11T14:28:34.565185+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.55	90.65	0.097	2149.3	Low	Continue	Normal
2026-07-11T14:28:34.566255+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.85	84.13	0	2149.65	Low	Continue	Normal
2026-07-11T14:28:35.568157+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.99	88.84	0.017	2149.64	Low	Continue	Normal
2026-07-11T14:28:35.570288+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.64	88.58	0.171	2149.28	Low	Continue	Normal
2026-07-11T14:28:35.571228+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.18	87.79	0.6	2149.28	High	Reroute	Critical
2026-07-11T14:28:36.584209+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.22	87.67	1.014	2149.26	High	Reroute	Critical
2026-07-11T14:28:37.595217+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.56	88.74	0.177	2149.24	Low	Continue	Normal
2026-07-11T14:28:37.596864+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.25	87.81	0.6	2149.24	High	Reroute	Critical
2026-07-11T14:28:38.601426+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.63	88.89	0.18	2149.22	Low	Continue	Normal
2026-07-11T14:28:38.604124+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.61	90.92	0.119	2149.22	Low	Continue	Normal
2026-07-11T14:28:39.609346+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.77	88.8	0.191	2149.2	Low	Continue	Normal
2026-07-11T14:28:39.615366+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.63	90.67	0.114	2149.2	Low	Continue	Normal
2026-07-11T14:28:39.615986+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.65	82.46	0	2149.6	Low	Continue	Normal
2026-07-11T14:28:40.619831+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.65	89.18	0.175	2149.18	Low	Continue	Normal
2026-07-11T14:28:40.624154+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.5	82.52	0.01	2149.59	Low	Continue	Normal
2026-07-11T14:28:41.628926+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.39	89.01	0.02	2149.58	Low	Continue	Normal
2026-07-11T14:28:41.631659+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.4	87.09	0.6	2149.16	High	Reroute	Critical
2026-07-11T14:28:41.632548+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.84	90.42	0.11	2149.16	Low	Continue	Normal
2026-07-11T14:28:41.633608+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.38	82.75	0	2149.58	Low	Continue	Normal
2026-07-11T14:28:42.634797+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.44	88.74	0.03	2149.57	Low	Continue	Normal
2026-07-11T14:28:42.637592+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.45	86.72	0.6	2149.14	High	Reroute	Critical
2026-07-11T14:28:42.639314+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.28	82.52	0.001	2149.57	Low	Continue	Normal
2026-07-11T14:28:43.640458+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.34	88.94	0.034	2149.56	Low	Continue	Normal
2026-07-11T14:28:43.641350+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.54	88.84	0.199	2149.12	Low	Continue	Normal
2026-07-11T14:28:43.643461+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.48	86.99	0.587	2149.12	High	Reroute	Critical
2026-07-11T14:28:43.644358+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.21	82.81	0.006	2149.56	Low	Continue	Normal
2026-07-11T14:28:47.664185+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.61	89.46	0.189	2149.04	Low	Continue	Normal
2026-07-11T14:28:47.666416+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.63	86.79	0.6	2149.04	High	Reroute	Critical
2026-07-11T14:28:47.668395+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.23	82.51	0.039	2149.52	Low	Continue	Normal
2026-07-11T14:28:49.675377+00:00	CONT-1000	Banana	Bengaluru	Delhi	12	89.55	0	2149.5	Medium	Continue	Warning
2026-07-11T14:28:49.680619+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.9	89.64	0.109	2149	Low	Continue	Normal
2026-07-11T14:28:51.692065+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.55	89.8	0.229	2148.96	Low	Continue	Normal
2026-07-11T14:28:51.694953+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.93	89.89	0.08	2148.96	Low	Continue	Normal
2026-07-11T14:28:52.697676+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.05	89.73	0.019	2149.47	Medium	Continue	Warning
2026-07-11T14:28:52.701651+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.04	90.23	0.1	2148.94	Low	Continue	Normal
2026-07-11T14:28:53.705421+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.09	89.89	0.011	2149.46	High	Reroute	Critical
2026-07-11T14:28:53.707208+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.66	89.51	0.231	2148.92	Low	Continue	Normal
2026-07-11T14:28:53.708049+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.03	90.55	0.083	2148.92	Low	Continue	Normal
2026-07-11T14:28:54.713831+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.62	89.41	0.242	2148.9	Low	Continue	Normal
2026-07-11T14:28:54.714554+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	2.89	87.02	0.571	2148.9	High	Reroute	Critical
2026-07-11T14:28:54.717710+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.95	82.33	0	2149.45	Low	Continue	Normal
2026-07-11T14:28:55.718923+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.19	89.72	0.012	2149.44	High	Reroute	Critical
2026-07-11T14:28:55.719558+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.62	89.7	0.258	2148.88	Low	Continue	Normal
2026-07-11T14:28:55.721728+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.83	90.14	0.072	2148.88	Low	Continue	Normal
2026-07-11T14:28:56.729722+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.77	90.04	0.248	2148.86	Low	Continue	Normal
2026-07-11T14:28:56.733924+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.84	82.29	0	2149.43	Low	Continue	Normal
2026-07-11T14:28:57.740019+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.98	82.2	0.013	2149.42	Low	Continue	Normal
2026-07-11T14:28:58.749509+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3	87.21	0.539	2148.82	High	Reroute	Critical
2026-07-11T14:29:01.768895+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.04	89.19	0.011	2149.38	High	Reroute	Critical
2026-07-11T14:29:01.771496+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.1	87.75	0.575	2148.76	High	Reroute	Critical
2026-07-11T14:29:01.773095+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.16	89.7	0.082	2148.76	Low	Continue	Normal
2026-07-11T14:29:01.773583+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.95	81.36	0.025	2149.38	Low	Continue	Normal
2026-07-11T14:29:02.775251+00:00	CONT-1000	Banana	Bengaluru	Delhi	12	89.09	0	2149.37	High	Reroute	Critical
2026-07-11T14:29:02.776071+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.87	89.92	0.281	2148.74	Low	Continue	Normal
2026-07-11T14:29:02.781173+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.04	81.63	0.028	2149.37	Low	Continue	Normal
2026-07-11T14:29:03.786054+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.17	87.84	0.571	2148.72	High	Reroute	Critical
2026-07-11T14:29:05.804126+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.05	90.11	0.09	2148.68	Low	Continue	Normal
2026-07-11T14:29:06.818712+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.3	88.14	0.544	2148.66	High	Reroute	Critical
2026-07-11T14:29:06.820267+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.16	90.2	0.085	2148.66	Low	Continue	Normal
2026-07-11T14:29:06.821711+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.17	81.57	0.026	2149.33	Low	Continue	Normal
2026-07-11T14:29:07.826464+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.87	90.18	0.292	2148.64	Low	Continue	Normal
2026-07-11T14:29:07.827293+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.34	87.98	0.524	2148.64	High	Reroute	Critical
2026-07-11T14:29:07.829284+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.19	90.35	0.092	2148.64	Low	Continue	Normal
2026-07-11T14:29:08.832568+00:00	CONT-1000	Banana	Bengaluru	Delhi	12	89.77	0.006	2149.31	High	Reroute	Critical
2026-07-11T14:29:08.834364+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.9	90.58	0.295	2148.62	Low	Continue	Normal
2026-07-11T14:29:08.837836+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.04	81.79	0.042	2149.31	Low	Continue	Normal
2026-07-11T14:29:09.840891+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.91	90.6	0.312	2148.6	Low	Continue	Normal
2026-07-11T14:29:10.881064+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.46	87.44	0.502	2148.58	High	Reroute	Critical
2026-07-11T14:29:11.900438+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.51	87.58	0.484	2148.56	High	Reroute	Critical
2026-07-11T14:29:12.903301+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.43	89.95	0.033	2149.27	High	Reroute	Critical
2026-07-11T14:29:12.905051+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.17	90.73	0.349	2148.54	Low	Continue	Normal
2026-07-11T14:29:12.905672+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.55	87.72	0.483	2148.54	High	Reroute	Critical
2026-07-11T14:29:12.906916+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.07	81.85	0.02	2149.27	Low	Continue	Normal
2026-07-11T14:29:13.911522+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.15	90.35	0.355	2148.52	Low	Continue	Normal
2026-07-11T14:29:13.912108+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.58	87.45	0.493	2148.52	High	Reroute	Critical
2026-07-11T14:29:15.923225+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.34	89.33	0.077	2149.24	High	Reroute	Critical
2026-07-11T14:29:15.927896+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.66	87.42	0.489	2148.48	High	Reroute	Critical
2026-07-11T14:29:15.929134+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.12	90.59	0.07	2148.48	Low	Continue	Normal
2026-07-11T14:29:15.929777+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.1	82.29	0.014	2149.24	Low	Continue	Normal
2026-07-11T14:29:18.952807+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.06	89.75	0.336	2148.42	Low	Continue	Normal
2026-07-11T14:29:19.958045+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.93	89.72	0.35	2148.4	Low	Continue	Normal
2026-07-11T14:29:19.960558+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.81	87.05	0.472	2148.4	High	Reroute	Critical
2026-07-11T14:29:19.961313+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.11	91.09	0.02	2148.4	Low	Continue	Normal
2026-07-11T14:29:20.966544+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.85	87.08	0.465	2148.38	High	Reroute	Critical
2026-07-11T14:29:21.972729+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.88	86.75	0.449	2148.36	High	Reroute	Critical
2026-07-11T14:29:22.977694+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.57	89.73	0.054	2149.17	High	Reroute	Critical
2026-07-11T14:29:22.984348+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.92	82.5	0.01	2149.17	Low	Continue	Normal
2026-07-11T14:29:23.987423+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.8	90.26	0.362	2148.32	Low	Continue	Normal
2026-07-11T14:29:23.989642+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	3.97	86.73	0.463	2148.32	High	Reroute	Critical
2026-07-11T14:29:23.991270+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.88	82.11	0.011	2149.16	Low	Continue	Normal
2026-07-11T14:29:24.997882+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.98	81.84	0.016	2149.15	Low	Continue	Normal
2026-07-11T14:29:26.003229+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.29	91.5	0.037	2148.28	Low	Continue	Normal
2026-07-11T14:29:26.004005+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.02	81.95	0.036	2149.14	Low	Continue	Normal
2026-07-11T14:29:28.022933+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.5	89.11	0.041	2149.12	High	Reroute	Critical
2026-07-11T14:29:28.030843+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.59	90.59	0.375	2148.24	Low	Continue	Normal
2026-07-11T14:29:28.040509+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.1	86.74	0.6	2148.24	High	Reroute	Critical
2026-07-11T14:29:28.041948+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.17	91.59	0.052	2148.24	Low	Continue	Normal
2026-07-11T14:29:29.049111+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.14	86.74	1.178	2148.22	High	Reroute	Critical
2026-07-11T14:29:29.049956+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.1	91.56	0.055	2148.22	Low	Continue	Normal
2026-07-11T14:29:30.059166+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2	91.54	0.046	2148.2	Low	Continue	Normal
2026-07-11T14:29:31.064288+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.17	89.28	0.016	2149.09	High	Reroute	Critical
2026-07-11T14:29:31.066561+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.85	91.3	0.429	2148.18	Low	Continue	Normal
2026-07-11T14:29:31.070901+00:00	CONT-1004	Mango	Bengaluru	Delhi	10.03	82.24	0.082	2149.09	Low	Continue	Normal
2026-07-11T14:29:32.075691+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.24	85.97	0.6	2148.16	High	Reroute	Critical
2026-07-11T14:29:33.082113+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.13	89.66	0.034	2149.07	High	Reroute	Critical
2026-07-11T14:29:34.091614+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.32	85.83	0.595	2148.12	High	Reroute	Critical
2026-07-11T14:29:34.093804+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.3	91.11	0.039	2148.12	Low	Continue	Normal
2026-07-11T14:29:34.095962+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.98	82.22	0.084	2149.06	Low	Continue	Normal
2026-07-11T14:29:35.102175+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.83	81.89	0.083	2149.05	Low	Continue	Normal
2026-07-11T14:29:36.105555+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.07	90.93	0.419	2148.08	Low	Continue	Normal
2026-07-11T14:29:36.107476+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.39	85.42	0.6	2148.08	High	Reroute	Critical
2026-07-11T14:29:37.113147+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.15	89.9	0.047	2149.03	High	Reroute	Critical
2026-07-11T14:29:37.117735+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2.41	90.45	0.039	2148.06	Medium	Continue	Warning
2026-07-11T14:29:37.118693+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.9	82.54	0.072	2149.03	Low	Continue	Normal
2026-07-11T14:29:38.122272+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.12	90.73	0.425	2148.04	Low	Continue	Normal
2026-07-11T14:29:38.123973+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.44	85.5	1.282	2148.04	High	Reroute	Critical
2026-07-11T14:29:39.130845+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.14	90.41	0.436	2148.02	Low	Continue	Normal
2026-07-11T14:29:39.134680+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.81	82.93	0.077	2149.01	Low	Continue	Normal
2026-07-11T14:29:40.141030+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.51	85.92	0.6	2148	High	Reroute	Critical
2026-07-11T14:29:41.144841+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.16	89.6	0.052	2148.99	High	Reroute	Critical
2026-07-11T14:29:41.148033+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.54	85.87	0.6	2147.98	High	Reroute	Critical
2026-07-11T14:29:42.151509+00:00	CONT-1001	Avocado	Bengaluru	Delhi	6.1	90.08	0.46	2147.96	Low	Continue	Normal
2026-07-11T14:29:44.169379+00:00	CONT-1000	Banana	Bengaluru	Delhi	12	89.81	0.045	2148.96	High	Reroute	Critical
2026-07-11T14:29:44.170009+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.94	90.01	0.471	2147.92	Low	Continue	Normal
2026-07-11T14:29:45.178988+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.82	90.03	0.458	2147.9	Low	Continue	Normal
2026-07-11T14:29:45.182565+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.12	83.28	0.074	2148.95	Medium	Continue	Warning
2026-07-11T14:29:46.185062+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.77	89.67	0.445	2147.88	Low	Continue	Normal
2026-07-11T14:29:46.186757+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.73	85.66	0.6	2147.88	High	Reroute	Critical
2026-07-11T14:29:46.189976+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.08	82.89	0.058	2148.94	Medium	Continue	Warning
2026-07-11T14:29:47.194554+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.14	89.51	0.07	2148.93	High	Reroute	Critical
2026-07-11T14:29:47.198884+00:00	CONT-1003	Grapes	Bengaluru	Delhi	2	90.57	0.038	2147.86	Medium	Continue	Warning
2026-07-11T14:29:48.203812+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.81	86.05	0.6	2147.84	High	Reroute	Critical
2026-07-11T14:29:49.208872+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.77	89.77	0.421	2147.82	Low	Continue	Normal
2026-07-11T14:29:51.220728+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.04	90.37	0.059	2148.89	High	Reroute	Critical
2026-07-11T14:29:51.223026+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	4.9	85.39	0.6	2147.78	High	Reroute	Critical
2026-07-11T14:29:51.224361+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.78	90.89	0.075	2147.78	Medium	Continue	Warning
2026-07-11T14:29:52.231265+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.16	82.45	0.005	2148.88	Medium	Continue	Warning
2026-07-11T14:29:54.237117+00:00	CONT-1000	Banana	Bengaluru	Delhi	12.01	90.03	0.059	2148.86	High	Reroute	Critical
2026-07-11T14:29:54.240647+00:00	CONT-1002	Strawberry	Bengaluru	Delhi	5	85.76	0.585	2147.72	High	Reroute	Critical
2026-07-11T14:29:54.241824+00:00	CONT-1003	Grapes	Bengaluru	Delhi	1.79	91.61	0.068	2147.72	Medium	Continue	Warning
2026-07-11T14:29:54.244411+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.11	82.81	0.001	2148.86	Medium	Continue	Warning
2026-07-11T14:29:55.246933+00:00	CONT-1001	Avocado	Bengaluru	Delhi	5.59	89.58	0.398	2147.7	Low	Continue	Normal
2026-07-11T14:29:55.250396+00:00	CONT-1004	Mango	Bengaluru	Delhi	9.12	82.55	0.016	2148.85	High	Reroute	Critical
